Id,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
3564,1972,1,3,1,1,900,1052,attached,363,0,FALSE,FALSE,TRUE,TRUE,37429,Tyler Fort,,Chadstad,10272,239403
3565,1971,1,3,1,1,902,1052,attached,362,0,FALSE,FALSE,TRUE,TRUE,37429,Tyler Fort,,Chadstad,10272,346496
3566,1964,1,3,1,1,1400,1440,attached,287,0,TRUE,FALSE,TRUE,TRUE,53819,Valerie Circle,,Chadstad,10272,285394
3567,1963,1,3,1,1,1395,1443,attached,280,0,TRUE,FALSE,TRUE,TRUE,53819,Valerie Circle,,Chadstad,10272,359104
3568,1951,1,3,1,0,1125,1173,attached,362,0,FALSE,FALSE,FALSE,FALSE,3596,Medina Prairie,,Chadstad,10272,163801
3569,1951,1,3,1,0,1059,1278,attached,398,0,FALSE,FALSE,FALSE,FALSE,587,Haas Trail,,Chadstad,10272,197819
3570,1955,1,3,1,1,1548,1608,attached,362,0,FALSE,FALSE,FALSE,FALSE,8636,Leslie Shoals,,Chadstad,10272,321297
3571,1956,1,3,1,1,1126,1349,attached,362,0,FALSE,FALSE,FALSE,FALSE,3283,Valerie Circle,,Chadstad,10272,264604
3572,1955,1,3,1,1,1126,1338,attached,361,0,FALSE,FALSE,FALSE,FALSE,3283,Valerie Circle,,Chadstad,10272,340196
3573,1945,1,3,1,0,1532,1853,detached,419,0,FALSE,FALSE,TRUE,TRUE,14366,Fuller Light,,Chadstad,10272,352804
3574,1956,1,3,1,1,1198,1244,attached,402,0,FALSE,FALSE,FALSE,FALSE,433,Rose Keys,,Chadstad,10272,350277
3575,1982,2,3,2,1,1462,1454,attached,488,0,TRUE,FALSE,TRUE,TRUE,2364,Wallace Mission,,Chadstad,10209,409499
3576,1989,1,3,2,0,1532,1525,attached,493,0,TRUE,FALSE,TRUE,TRUE,365,Mack Hill,,Chadstad,10209,441003
3577,2002,2,3,2,1,1967,1987,attached,610,0,TRUE,FALSE,TRUE,TRUE,16360,Gomez Turnpike,,Chadstad,10209,378001
3578,1956,1,3,1,0,1041,1290,none,0,0,FALSE,TRUE,FALSE,FALSE,20233,Fuller Light,,Chadstad,10209,466196
3579,2000,1,2,0,1,954,956,attached,572,0,FALSE,FALSE,FALSE,FALSE,20233,Fuller Light,,Chadstad,10209,466196
3580,1957,1,3,2,0,1799,1796,detached,436,0,TRUE,FALSE,TRUE,FALSE,21645,Anna Trail,,Chadstad,10209,302403
3581,1959,1,3,2,0,1788,1798,detached,438,0,TRUE,FALSE,TRUE,FALSE,21645,Anna Trail,,Chadstad,10209,432183
3582,1950,1,4,3,0,2147,2193,attached,434,0,FALSE,FALSE,TRUE,TRUE,63572,Barbara Views,,Chadstad,10209,163801
3583,1946,1,2,1,0,2106,2190,detached,778,598,FALSE,FALSE,FALSE,FALSE,87721,Barbara Views,,Chadstad,10209,322559
3584,2007,2,4,3,0,2653,2707,attached,615,0,TRUE,FALSE,TRUE,TRUE,57718,Smith View,,Chadstad,10272,548097
3585,1986,1,7,2,1,2433,2439,attached,398,0,TRUE,FALSE,TRUE,TRUE,107,Amber Mills,,Chadstad,10209,491398
3586,1957,1,3,1,1,1257,1298,attached,462,0,FALSE,FALSE,FALSE,FALSE,8759,George Flats,,Chadstad,10272,326969
3587,2012,2,3,2,1,2332,2449,attached,405,0,FALSE,FALSE,TRUE,TRUE,1338,Kim Drive,,Chadstad,10209,472503
3588,2013,2,3,2,1,1766,2069,attached,468,0,TRUE,FALSE,TRUE,TRUE,521,Pineda Road,,Chadstad,10209,428402
3589,2003,2,3,2,1,2074,2106,attached,401,0,TRUE,FALSE,TRUE,TRUE,61,Marcus Stream,,Chadstad,10209,459904
3590,2003,2,3,2,1,1881,1916,attached,401,0,TRUE,FALSE,TRUE,TRUE,8625,Lisa Crest,,Chadstad,10209,427137
3591,2002,2,4,4,0,2989,3110,attached,563,0,TRUE,FALSE,TRUE,TRUE,32264,Finley Landing,,Chadstad,10209,510301
3592,1927,1,3,2,0,1462,1559,detached,417,0,FALSE,FALSE,FALSE,FALSE,33773,Hudson Valley,,Chadstad,10209,201602
3593,1929,1,2,1,1,965,1199,none,0,0,FALSE,FALSE,FALSE,FALSE,700,Wendy Station,,Chadstad,10209,366663
3594,1929,1,2,1,0,581,586,none,0,0,FALSE,FALSE,FALSE,FALSE,700,Wendy Station,,Chadstad,10209,366663
3595,1960,1,4,1,1,1351,1379,attached,466,0,TRUE,FALSE,TRUE,FALSE,8383,Mcguire Trail,,Chadstad,10209,378001
3596,1983,1,3,2,0,1259,1306,attached,508,0,TRUE,FALSE,TRUE,TRUE,673,Barnett Isle,,Chadstad,10209,374218
3597,1965,4,4,3,0,2301,2877,detached,416,0,TRUE,TRUE,TRUE,TRUE,5318,Mcguire Trail,,Chadstad,10209,466196
3598,2007,2,4,2,1,2240,2883,attached,694,0,TRUE,FALSE,TRUE,TRUE,3604,Eric Pines,,East Lucas,11911,298620
3599,1979,1,3,1,1,1206,1441,attached,444,0,TRUE,TRUE,TRUE,TRUE,87250,Rios Station,,Chadstad,10272,403199
3600,1948,1,3,1,0,868,1595,none,0,281,FALSE,FALSE,TRUE,TRUE,77421,Anderson View,,Chadstad,10272,253891
3601,2010,2,4,3,0,3560,3706,attached,801,0,TRUE,FALSE,TRUE,TRUE,91324,Boyd Common,,Coletown,11631,730801
3602,2010,1,3,1,1,1457,1575,attached,675,0,FALSE,FALSE,TRUE,TRUE,7393,Jessica Road,,Coletown,11631,512819
3603,2011,2,4,2,1,3022,3279,attached,826,0,TRUE,FALSE,TRUE,TRUE,10067,Debra Crossing,,Coletown,11631,648897
3604,2007,2,4,3,0,2468,2513,attached,421,0,TRUE,FALSE,TRUE,TRUE,2716,Mcknight Walk,,Coletown,11631,598502
3605,2007,1,4,2,0,1548,1600,attached,429,0,TRUE,FALSE,TRUE,TRUE,905,Dunn Coves,,Coletown,11631,522896
3606,2008,1,4,2,1,2254,2293,attached,429,0,TRUE,FALSE,TRUE,TRUE,9192,Tammie Flat,,Coletown,11631,605427
3607,2010,1,3,2,0,1282,1296,attached,436,0,TRUE,FALSE,TRUE,TRUE,7704,Jorge Shoal,,Coletown,11631,501483
3608,2009,1,3,2,0,1273,1293,attached,439,0,TRUE,FALSE,TRUE,TRUE,648,Flores Squares,,Coletown,11631,478801
3609,2008,2,3,2,1,2371,2427,attached,410,0,TRUE,FALSE,TRUE,TRUE,25,Foster Stream,,Coletown,11631,585903
3610,2012,2,3,2,1,2096,2214,attached,450,0,FALSE,FALSE,TRUE,TRUE,58855,Patricia Villages,,Coletown,11631,548096
3611,2013,2,3,2,1,2102,2217,attached,454,0,FALSE,FALSE,TRUE,TRUE,17909,Joshua Mount,,Coletown,11631,549360
3612,2013,2,4,2,1,3285,3316,attached,648,0,FALSE,FALSE,TRUE,TRUE,71436,Brown Inlet,,Coletown,11631,677881
3613,2014,2,3,2,1,2328,2420,attached,491,0,FALSE,FALSE,TRUE,TRUE,219,Patricia Valleys,,Coletown,11631,554401
3614,2008,2,5,2,1,3631,3747,attached,819,0,TRUE,FALSE,TRUE,TRUE,4391,Karla Plains,,Coletown,11631,680404
3615,2008,2,5,4,0,3814,3974,attached,675,0,TRUE,FALSE,TRUE,TRUE,656,Silva Via,,Coletown,11631,704339
3616,2008,2,5,2,1,3627,3743,attached,823,0,TRUE,FALSE,TRUE,TRUE,657,Silva Via,,Coletown,11631,668426
3617,2011,2,5,2,1,3619,3747,attached,822,0,TRUE,FALSE,TRUE,TRUE,4983,Acosta Camp,,Coletown,11631,661500
3618,2007,2,5,3,0,3663,3707,attached,791,0,TRUE,FALSE,TRUE,TRUE,6661,Brock Ford,,Coletown,11631,692998
3619,2008,2,4,3,1,3919,4179,detached,700,0,TRUE,FALSE,TRUE,TRUE,67089,Smith Run,,Coletown,11631,674101
3620,2008,2,4,2,1,2915,3020,attached,463,0,TRUE,FALSE,TRUE,TRUE,45298,Briggs Islands,,Coletown,11631,616144
3621,2006,1,3,2,1,2395,2480,attached,489,0,TRUE,FALSE,TRUE,TRUE,45604,Cherry Landing,,Coletown,11631,599758
3622,2012,1,4,2,1,2169,2309,attached,426,0,FALSE,FALSE,TRUE,TRUE,7854,Kevin Trace,,Coletown,11631,579599
3623,2008,2,5,4,1,4516,4655,attached,721,0,TRUE,FALSE,TRUE,TRUE,994,Robert Centers,,Coletown,11631,872554
3624,2004,2,3,2,0,2761,2871,attached,628,0,TRUE,FALSE,TRUE,TRUE,39104,Charles Court,,Coletown,11631,588423
3625,2003,2,4,2,1,2600,2700,attached,715,0,TRUE,FALSE,TRUE,TRUE,26950,Walter Expressway,,Coletown,11631,566997
3626,2005,2,5,2,1,2808,2965,attached,756,0,TRUE,FALSE,TRUE,TRUE,121,David Hills,,Coletown,11631,584639
3627,2005,2,4,3,1,2896,3010,attached,416,0,TRUE,TRUE,TRUE,TRUE,7041,Michael Trail,,Coletown,11631,566997
3628,2003,2,5,3,1,4239,4256,attached,631,0,TRUE,FALSE,TRUE,TRUE,46,Paul Landing,,Coletown,11631,707492
3629,2005,2,5,3,0,3922,4094,attached,782,0,TRUE,FALSE,TRUE,TRUE,9436,Long Crest,,Coletown,11631,630003
3630,2004,2,6,3,1,4232,4260,attached,632,0,TRUE,FALSE,TRUE,TRUE,73531,Paul Landing,,Coletown,11631,615510
3631,2000,2,3,2,1,3005,3056,attached,644,0,TRUE,TRUE,TRUE,TRUE,50140,Avery Mall,,Coletown,11631,674096
3632,2001,2,5,2,1,3151,3190,attached,692,0,TRUE,FALSE,TRUE,TRUE,108,John Hill,,Coletown,11631,633778
3633,2002,2,4,2,1,2986,3154,attached,604,0,TRUE,FALSE,TRUE,TRUE,770,Raymond Ports,,Coletown,11631,579601
3634,2001,1,3,2,0,1830,1949,attached,429,0,TRUE,FALSE,TRUE,TRUE,428,Barajas Pike,,Coletown,11631,435333
3635,2002,1,3,2,0,1830,1950,attached,425,0,TRUE,FALSE,TRUE,TRUE,428,Barajas Pike,,Coletown,11631,519122
3636,2001,2,3,2,1,2994,3063,attached,641,0,TRUE,FALSE,TRUE,TRUE,9388,Jose Ridges,,Coletown,11631,617397
3637,2001,1,4,2,1,2513,2598,attached,578,0,TRUE,FALSE,TRUE,TRUE,2008,Debra Crossroad,,Coletown,11631,567004
3638,1963,1,3,1,1,1164,1167,attached,486,0,TRUE,FALSE,TRUE,FALSE,9569,Victor Springs,,Chadstad,10209,340200
3639,2007,3,2,2,0,1216,1208,attached,245,0,FALSE,FALSE,TRUE,TRUE,8283,Helen Island,354,Chadstad,10209,245699
3640,2009,2,3,2,1,1479,1480,attached,414,0,TRUE,FALSE,TRUE,TRUE,2216,Helen Island,2921,Chadstad,10209,277196
3641,1959,1,3,1,1,1430,1610,attached,459,0,FALSE,FALSE,TRUE,TRUE,16488,Edwards Extensions,,Chadstad,10209,406980
3642,1958,1,3,1,1,1126,1193,attached,500,0,TRUE,FALSE,TRUE,FALSE,529,Jones Lights,,Chadstad,10209,367921
3643,1958,1,3,1,1,1342,1478,attached,420,0,TRUE,FALSE,FALSE,FALSE,86,Martinez Manor,,Chadstad,10209,346501
3644,1955,1,3,1,0,865,920,attached,416,0,FALSE,FALSE,FALSE,FALSE,225,Victor Springs,,Chadstad,10209,220498
3645,1956,1,3,1,0,868,925,attached,414,0,FALSE,FALSE,FALSE,FALSE,225,Victor Springs,,Chadstad,10209,308703
3646,1950,1,3,1,0,1189,1179,none,0,0,FALSE,FALSE,FALSE,FALSE,36185,Victor Springs,,Chadstad,10209,365398
3647,1941,1,2,1,0,1813,1873,detached,254,0,TRUE,FALSE,TRUE,TRUE,65562,Barbara Views,,Chadstad,10209,415798
3648,2002,2,3,2,1,1926,1957,attached,392,0,FALSE,FALSE,TRUE,TRUE,36402,Mayo Square,,Chadstad,10209,400682
3649,2004,1,4,2,1,2709,2736,attached,559,0,TRUE,FALSE,TRUE,TRUE,12124,Hawkins Mills,,Chadstad,10209,566997
3650,1977,1,3,2,0,1348,1346,none,0,0,FALSE,FALSE,TRUE,TRUE,87830,Kennedy Ferry,3106,Chadstad,10209,66779
3651,2003,1,2,2,0,1450,1451,none,0,0,FALSE,FALSE,TRUE,FALSE,108,Katie Island,1341,Coletown,11631,69297
3652,2003,1,2,2,0,844,838,none,0,419,FALSE,FALSE,TRUE,TRUE,994,Yang Curve,405,Chadstad,10752,34024
3653,2001,2,4,2,1,1747,1820,attached,415,0,TRUE,FALSE,TRUE,TRUE,70638,Zachary Place,378,Chadstad,10209,428399
3654,1968,1,2,1,1,1439,1443,none,0,419,FALSE,FALSE,TRUE,TRUE,535,Jordan Points,2578,Jeffreyhaven,11558,3149
3655,2004,1,2,1,0,1324,1316,none,0,0,FALSE,FALSE,TRUE,TRUE,72817,Moore Orchard,793,Scottberg,11500,56704
3656,2002,1,2,2,0,1420,1412,none,0,626,TRUE,FALSE,TRUE,TRUE,659,Andrea Glen,3082,Scottberg,11500,40318
3657,1971,1,2,2,0,1494,1482,none,0,0,FALSE,FALSE,FALSE,FALSE,60943,Jessica Highway,1136,West Gregoryview,10750,28978
3658,1976,1,2,2,0,2040,2037,none,0,0,FALSE,FALSE,TRUE,FALSE,60943,Jessica Highway,1710,West Gregoryview,10750,35281
3659,1978,1,2,2,0,2525,2515,none,0,400,FALSE,FALSE,TRUE,FALSE,535,Jordan Points,2220,Jeffreyhaven,11558,35913
3660,1968,1,2,2,0,1135,1136,none,0,401,FALSE,FALSE,TRUE,TRUE,914,Pamela Hill,,East Amychester,11205,22677
3661,1973,1,2,2,0,1534,1755,none,0,769,FALSE,FALSE,TRUE,TRUE,2689,Logan Path,,East Amychester,11205,66147
3662,1998,1,2,2,0,1440,1435,none,0,400,FALSE,FALSE,TRUE,FALSE,629,Elizabeth Stream,1723,Hallfort,10327,56698
3663,1974,1,2,2,0,1440,1446,none,0,601,FALSE,FALSE,TRUE,TRUE,94551,Horne Stream,,East Amychester,11205,34017
3664,2004,1,2,2,0,1568,1563,detached,521,0,FALSE,FALSE,TRUE,TRUE,55138,Marquez Divide,2748,Lake Christinaport,11549,97021
3665,1986,1,2,1,0,981,978,none,0,0,FALSE,FALSE,TRUE,TRUE,21143,Thomas Extension,2785,Jeffreyhaven,11913,16384
3666,1973,1,3,2,0,1342,1347,none,0,398,FALSE,FALSE,TRUE,FALSE,7586,Pope Trail,142,Jeffreyhaven,11558,13857
3667,2006,1,2,2,0,2081,2082,none,0,0,FALSE,FALSE,TRUE,FALSE,9611,Chelsea Lane,3551,East Janiceville,10006,163800
3668,1981,1,2,2,0,1347,1344,none,0,303,FALSE,FALSE,TRUE,FALSE,60554,Gonzalez Ridge,32,West Lydia,10569,50401
3669,2004,1,3,2,0,1250,1244,none,0,0,FALSE,FALSE,TRUE,TRUE,686,Jeffrey Valley,2212,Chadstad,10209,69301
3670,1975,1,2,2,0,1253,1447,none,0,601,FALSE,FALSE,TRUE,TRUE,7006,Sandra Walk,,East Amychester,11205,44102
3671,1971,1,2,2,0,1434,1443,none,0,499,FALSE,FALSE,TRUE,FALSE,994,Thomas Extension,1723,Jeffreyhaven,11913,17012
3672,2006,1,2,2,0,2280,2285,none,0,398,FALSE,FALSE,TRUE,TRUE,4122,Kimberly Island,1789,North Erinville,11510,165064
3673,1967,1,2,1,0,633,637,none,0,397,FALSE,FALSE,TRUE,FALSE,28639,Williams River,156,Scottberg,11500,626
3674,1979,1,2,2,0,1830,1840,none,0,468,FALSE,FALSE,TRUE,TRUE,843,Kathy Isle,,Morrisport,10924,144901
3675,1979,1,2,1,0,1440,1437,none,0,401,FALSE,FALSE,TRUE,TRUE,535,Jordan Points,827,Jeffreyhaven,11558,29606
3676,1975,1,2,1,0,647,651,none,0,308,TRUE,FALSE,TRUE,FALSE,9604,Clark Dale,2045,Hallfort,11982,35283
3677,1979,1,3,2,0,1445,1441,none,0,719,FALSE,FALSE,TRUE,FALSE,6376,Mckenzie Trace,1026,West Lydia,10569,62999
3678,1989,1,2,2,0,1339,1342,none,0,389,FALSE,FALSE,TRUE,TRUE,435,Andrea Glen,3754,Jeffreyhaven,11913,59222
3679,2008,1,3,2,0,1531,1537,none,0,517,FALSE,FALSE,TRUE,FALSE,5415,Sean Coves,3556,Chadstad,10752,70564
3680,2005,1,1,1,0,542,535,none,0,0,FALSE,FALSE,TRUE,FALSE,37929,Adams Extensions,2033,Brownport,10510,25197
3681,2007,1,3,2,0,1625,1621,none,0,502,FALSE,FALSE,TRUE,TRUE,6175,Matthew Points,1411,Jeffreyhaven,11558,102056
3682,1971,1,2,2,0,1436,1440,none,0,599,FALSE,FALSE,TRUE,FALSE,535,Jordan Points,2233,Jeffreyhaven,11558,12597
3683,1962,1,1,1,0,716,718,none,0,0,FALSE,FALSE,TRUE,FALSE,2336,Matthew Points,2454,Jeffreyhaven,10346,1890
3684,2005,1,3,2,0,1639,1635,none,0,585,FALSE,FALSE,TRUE,TRUE,1493,Johnson Ville,278,Jeffreyhaven,11558,37804
3685,1969,1,2,2,0,668,671,none,0,0,FALSE,FALSE,TRUE,TRUE,509,Sanders Inlet,638,Jeffreyhaven,11913,1258
3686,2004,1,2,2,0,1761,1759,attached,396,0,FALSE,FALSE,TRUE,FALSE,54398,Mckenzie Trace,2115,West Lydia,10569,144897
3687,2003,1,3,2,0,1345,1338,none,0,404,FALSE,FALSE,TRUE,TRUE,7586,Pope Trail,3556,Jeffreyhaven,11558,28977
3688,2004,1,2,2,0,1345,1339,attached,461,0,FALSE,FALSE,TRUE,TRUE,54398,Mckenzie Trace,45,West Lydia,10569,115924
3689,2004,1,3,2,0,1919,1923,none,0,0,FALSE,FALSE,TRUE,TRUE,6186,Schmidt Forge,2350,Jeffreyhaven,10346,61743
3690,2001,1,2,2,0,843,838,detached,-4,360,FALSE,FALSE,TRUE,TRUE,629,Elizabeth Stream,1581,Hallfort,10327,75604
3691,1977,1,3,2,0,1542,1536,none,0,721,FALSE,FALSE,TRUE,TRUE,2185,Patrick Row,,Morrisport,10924,56700
3692,1968,1,2,2,0,666,673,none,0,397,FALSE,FALSE,TRUE,TRUE,91992,Bradley Camp,2495,South Anthony,11353,17011
3693,1986,1,2,1,0,782,784,none,0,495,FALSE,FALSE,TRUE,TRUE,195,Bridges Curve,3905,Lake Christinaport,11549,20162
3694,1972,1,3,2,0,666,676,none,0,0,FALSE,FALSE,TRUE,TRUE,512,Sandra Glen,1395,Lewishaven,11980,4408
3695,2001,1,2,2,0,1057,1057,none,0,399,FALSE,FALSE,TRUE,FALSE,525,Jordan Points,3818,Jeffreyhaven,11913,31504
3696,2000,1,2,2,0,1528,1523,none,0,0,FALSE,FALSE,TRUE,FALSE,5415,Sean Coves,3973,Chadstad,10752,69302
3697,1976,1,2,2,0,1148,1565,none,0,323,FALSE,FALSE,TRUE,FALSE,659,Andrea Glen,1325,Scottberg,11500,18274
3698,1973,1,2,2,0,1434,1437,none,0,403,FALSE,FALSE,TRUE,FALSE,60943,Jessica Highway,126,West Gregoryview,10750,22676
3699,1972,1,2,2,0,960,1066,none,0,482,FALSE,FALSE,TRUE,TRUE,1493,Johnson Ville,1723,Jeffreyhaven,11558,5674
3700,2000,1,3,2,0,1246,1248,none,0,396,FALSE,FALSE,TRUE,TRUE,60943,Jessica Highway,3570,West Gregoryview,10750,35283
3701,1971,1,2,2,0,1438,1436,none,0,402,FALSE,FALSE,TRUE,TRUE,231,Michelle Streets,1159,East Janiceville,10006,17008
3702,1991,1,2,2,0,1494,1489,none,0,1045,FALSE,FALSE,FALSE,FALSE,659,Andrea Glen,2016,Scottberg,11500,32757
3703,1976,1,3,2,0,1777,1772,none,0,400,FALSE,FALSE,TRUE,TRUE,6175,Matthew Points,2635,Jeffreyhaven,11558,20157
3704,1960,1,2,2,0,670,667,none,0,404,FALSE,FALSE,TRUE,TRUE,3114,Stephanie Lake,384,Scottberg,11500,3781
3705,1977,1,2,2,0,1158,1156,none,0,400,FALSE,FALSE,TRUE,TRUE,9994,Daugherty Crest,1793,Chadstad,10272,26458
3706,1969,1,2,2,0,714,724,none,0,403,FALSE,FALSE,TRUE,TRUE,48217,Michelle Streets,1793,Chadstad,10272,3779
3707,1973,1,3,2,0,1487,1488,none,0,0,FALSE,FALSE,TRUE,TRUE,315,Michael Hills,2580,Lewishaven,11980,52292
3708,1972,1,3,2,0,1435,1440,none,0,0,FALSE,FALSE,TRUE,TRUE,8159,Miranda Circles,,Lake Jack,11579,31500
3709,1999,1,2,1,0,725,728,none,0,560,FALSE,FALSE,TRUE,FALSE,37929,Adams Extensions,1408,Brownport,10510,17641
3710,2006,1,3,2,0,1976,1971,none,0,0,FALSE,FALSE,TRUE,FALSE,51669,Matthew Points,1894,Jeffreyhaven,11913,69927
3711,1965,1,1,1,0,604,599,none,0,606,FALSE,FALSE,TRUE,TRUE,509,Sanders Inlet,2454,Jeffreyhaven,11913,18896
3712,1966,1,1,1,0,596,606,none,0,601,FALSE,FALSE,TRUE,TRUE,509,Sanders Inlet,2454,Jeffreyhaven,11913,1261
3713,1981,1,3,2,0,1247,1250,none,0,0,FALSE,FALSE,TRUE,TRUE,658,David Land,2666,Lake Carolyn,11140,33387
3714,1978,1,2,2,0,790,796,none,0,402,FALSE,FALSE,TRUE,TRUE,525,Jordan Points,891,Jeffreyhaven,11558,1890
3715,1975,1,2,2,0,1341,1338,none,0,299,FALSE,FALSE,TRUE,FALSE,87830,Kennedy Ferry,2283,Chadstad,10209,54177
3716,1999,1,2,2,0,1246,1243,none,0,302,FALSE,FALSE,TRUE,FALSE,92739,Sean Viaduct,989,Chadstad,10752,88200
3717,1997,1,2,1,0,1179,1176,none,0,299,FALSE,FALSE,TRUE,FALSE,60943,Jessica Highway,3501,West Gregoryview,10750,34022
3718,1972,1,2,2,0,1440,1436,none,0,300,FALSE,FALSE,TRUE,FALSE,6175,Matthew Points,2362,Jeffreyhaven,11558,27722
3719,2006,1,3,2,0,1796,1786,none,0,494,TRUE,FALSE,TRUE,TRUE,559,Collier Ferry,2439,West Gerald,10712,42844
3720,1995,1,2,2,0,1157,1146,none,0,300,FALSE,FALSE,TRUE,TRUE,60943,Jessica Highway,3526,West Gregoryview,10750,31502
3721,1966,1,2,2,0,1003,1001,none,0,0,FALSE,FALSE,TRUE,TRUE,6917,Andrea Glen,1438,Jeffreyhaven,11913,18898
3722,1991,1,2,2,0,1338,1346,none,0,1233,FALSE,FALSE,TRUE,TRUE,815,James Field,3971,West Gerald,10712,8190
3723,1991,1,2,2,0,1323,1319,none,0,1319,FALSE,FALSE,TRUE,TRUE,815,James Field,2587,West Gerald,10712,8192
3724,1982,1,1,1,0,673,671,none,0,304,FALSE,FALSE,TRUE,FALSE,509,Sanders Inlet,2313,Jeffreyhaven,11913,10706
3725,1975,1,2,2,0,1248,1250,none,0,402,FALSE,FALSE,TRUE,TRUE,87830,Kennedy Ferry,2748,Chadstad,10209,41582
3726,1970,1,2,1,0,843,844,none,0,195,FALSE,FALSE,TRUE,TRUE,60943,Jessica Highway,142,West Gregoryview,10750,16379
3727,1972,1,2,2,0,1397,1389,none,0,496,FALSE,FALSE,TRUE,TRUE,6175,Matthew Points,3388,Jeffreyhaven,11558,629
3728,1973,1,2,2,0,1467,1467,none,0,221,FALSE,FALSE,TRUE,TRUE,60943,Jessica Highway,2775,West Gregoryview,10750,4411
3729,1986,1,1,1,0,752,760,none,0,0,FALSE,FALSE,TRUE,TRUE,2339,Matthew Dale,2785,West Terrence,10328,11344
3730,1974,1,2,1,1,1153,1157,none,0,529,FALSE,FALSE,TRUE,TRUE,80054,Robert Road,2435,Coletown,11927,25199
3731,1980,1,2,1,1,1435,1762,none,0,603,FALSE,FALSE,TRUE,TRUE,659,Andrea Glen,3823,Scottberg,11500,11341
3732,1988,1,3,1,1,1437,1436,none,0,722,FALSE,FALSE,TRUE,FALSE,659,Andrea Glen,2580,Scottberg,11500,22681
3733,2008,1,3,2,0,1224,1226,none,0,479,FALSE,FALSE,TRUE,TRUE,3580,Helen Island,3501,Fosterberg,11235,3780
3734,1965,1,2,1,0,1102,1699,none,0,562,FALSE,FALSE,TRUE,TRUE,6175,Matthew Points,1659,Jeffreyhaven,11558,1891
3735,1973,1,2,2,0,1446,1445,none,0,658,FALSE,FALSE,TRUE,TRUE,5951,Nelson Canyon,,Lake Jack,11579,124740
3736,1991,1,2,2,0,1440,1434,attached,399,0,FALSE,FALSE,TRUE,TRUE,54398,Mckenzie Trace,450,West Lydia,10569,83162
3737,1988,1,3,2,0,1917,1950,attached,400,280,FALSE,FALSE,TRUE,TRUE,20844,Ellis Viaduct,,East Amychester,11205,97648
3738,1975,1,2,2,0,1441,1435,none,0,1202,FALSE,FALSE,TRUE,TRUE,6175,Matthew Points,2469,Jeffreyhaven,11558,23941
3739,1990,1,3,2,0,1348,1357,none,0,598,FALSE,FALSE,TRUE,TRUE,389,Horne Roads,3276,Coletown,10130,63002
3740,1989,1,3,2,0,1709,1714,detached,398,0,FALSE,FALSE,TRUE,TRUE,27769,Thompson Coves,2495,Lake Dariusborough,10225,79382
3741,1991,1,4,3,0,1542,1536,detached,396,0,FALSE,FALSE,TRUE,TRUE,27769,Thompson Coves,363,Lake Dariusborough,10225,47880
3742,1992,1,2,2,0,1347,1349,none,0,329,FALSE,FALSE,TRUE,TRUE,435,Andrea Glen,1395,Jeffreyhaven,11913,57964
3743,1971,1,2,2,0,1436,1441,none,0,722,FALSE,FALSE,TRUE,FALSE,738,Andrea Glen,3823,Jeffreyhaven,11913,10083
3744,1986,1,2,2,0,964,954,none,0,0,FALSE,FALSE,TRUE,TRUE,39848,Robert Drive,938,Lake Christinaport,11549,8822
3745,1962,1,2,1,0,940,1102,none,0,236,FALSE,FALSE,TRUE,FALSE,984,Mcfarland Villages,,West Lydia,10569,187737
3746,1979,1,3,2,0,1345,1338,none,0,671,FALSE,FALSE,TRUE,TRUE,6376,Mckenzie Trace,1395,West Lydia,10569,25199
3747,1986,1,2,2,0,1253,1244,none,0,393,FALSE,FALSE,TRUE,TRUE,435,Andrea Glen,1034,Jeffreyhaven,11913,56700
3748,1990,1,2,2,0,1558,1557,attached,397,364,FALSE,FALSE,TRUE,TRUE,54398,Mckenzie Trace,2786,West Lydia,10569,80639
3749,1988,1,3,2,0,1796,2106,attached,398,244,FALSE,FALSE,TRUE,TRUE,9611,Chelsea Lane,2169,East Janiceville,10006,107100
3750,1972,1,2,2,0,1442,1437,none,0,193,FALSE,FALSE,TRUE,TRUE,60943,Jessica Highway,408,West Gregoryview,10750,21420
3751,1988,1,3,2,0,1349,1338,none,0,175,FALSE,FALSE,TRUE,TRUE,60943,Jessica Highway,1429,West Gregoryview,10750,37800
3752,1987,1,2,2,0,1348,1346,none,0,797,FALSE,FALSE,TRUE,TRUE,3261,Robles Forest,1178,Coletown,10555,100803
3753,1989,1,2,2,0,1530,1539,detached,403,0,FALSE,FALSE,TRUE,TRUE,9611,Chelsea Lane,2115,East Janiceville,10006,115292
3754,2005,1,3,2,0,2026,2023,detached,483,0,FALSE,FALSE,TRUE,TRUE,9611,Chelsea Lane,1471,East Janiceville,10006,163799
3755,1987,1,3,2,0,1445,1445,none,0,436,TRUE,FALSE,TRUE,TRUE,57627,Ryan Lights,3318,Chadstad,10752,28976
3756,1978,1,2,1,1,1149,1146,none,0,398,FALSE,FALSE,TRUE,FALSE,80054,Robert Road,3501,Coletown,11927,11340
3757,1987,1,2,2,0,1341,1349,none,0,671,FALSE,FALSE,TRUE,TRUE,6186,Schmidt Forge,1561,Jeffreyhaven,10346,40949
3758,1986,1,2,2,0,1342,1345,none,0,601,FALSE,FALSE,TRUE,TRUE,9611,Chelsea Lane,1861,East Janiceville,10006,12601
